record.timestamp[s],record.distance[m],record.accumulated_power[watts],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.resistance,record.temperature[C],record.left_right_balance,record.left_torque_effectiveness[percent],record.right_torque_effectiveness[percent],record.left_pedal_smoothness[percent],record.right_pedal_smoothness[percent],record.fractional_cadence[rpm],record.left_pco[mm],record.right_pco[mm],record.left_power_phase[degrees],record.left_power_phase_peak[degrees],record.right_power_phase[degrees],record.right_power_phase_peak[degrees],record.enhanced_speed[m/s],record.enhanced_respiration_rate[Breaths/min],
"1070728641","9187.47","166853","7.959","125","110","87","0","19","182","65.0","61.5","20.0","19.5","0.0","0","0","340.3125053173829|188.437502944336","75.93750118652346|137.81250215332034","338.90625529541023|192.65625301025395","61.87500096679689|120.93750188964847","7.959","21.55",
"1070728642","9195.35","166989","7.884","136","109","87","0","19","184","66.0","61.5","20.5","19.5","0.0","0","0","341.71875533935554|191.2500029882813","75.93750118652346|136.40625213134769","338.90625529541023|192.65625301025395","61.87500096679689|120.93750188964847","7.884","21.55",
"1070728643","9203.23","167127","7.884","138","108","87","0","19","182","66.5","70.0","20.0","20.0","0.0","0","0","341.71875533935554|191.2500029882813","75.93750118652346|136.40625213134769","338.90625529541023|192.65625301025395","61.87500096679689|120.93750188964847","7.884","21.55",
"1070728644","9211.1","167272","7.884","145","108","87","0","19","182","67.0","71.0","20.5","20.0","0.0","0","0","341.71875533935554|191.2500029882813","75.93750118652346|135.00000210937503","340.3125053173829|195.46875305419925","63.28125098876955|120.93750188964847","7.884","21.55",
"1070728645","9218.99","167413","7.884","141","109","87","0","19","184","67.0","71.0","20.5","20.0","0.0","0","0","341.71875533935554|191.2500029882813","75.93750118652346|135.00000210937503","340.3125053173829|195.46875305419925","63.28125098876955|120.93750188964847","7.884","21.45",
"1070728646","9226.91","167562","7.922","149","109","87","0","19","184","67.0","71.0","20.5","20.0","0.0","0","0","343.1250053613282|195.46875305419925","78.75000123046877|139.218752175293","340.3125053173829|199.68750312011724","64.68750101074221|123.75000193359378","7.922","21.45",
"1070728647","9234.85","167708","7.94","146","109","88","0","19","182","72.0","72.5","22.0","20.5","0.0","0","0","341.71875533935554|195.46875305419925","78.75000123046877|137.81250215332034","337.5000052734376|201.0937531420899","64.68750101074221|123.75000193359378","7.94","21.45",
"1070728648","9242.85","167848","7.996","140","108","88","0","19","184","68.0","72.5","21.5","20.5","0.0","0","0","338.90625529541023|194.0625030322266","74.5312511645508|133.59375208740238","336.0937552514649|199.68750312011724","64.68750101074221|123.75000193359378","7.996","21.45",
"1070728649","9250.84","167998","7.996","150","107","88","0","19","184","69.0","70.0","21.5","19.0","0.0","0","0","340.3125053173829|194.0625030322266","68.90625107666017|129.37500202148442","334.6875052294923|196.87500307617194","64.68750101074221|123.75000193359378","7.996","21.45",
"1070728650","9258.88","168144","8.034","146","107","88","0","19","184","65.5","70.0","21.0","19.0","0.0","0","0","340.3125053173829|192.65625301025395","68.90625107666017|127.96875199951175","334.6875052294923|196.87500307617194","64.68750101074221|123.75000193359378","8.034","20.6",
"1070728651","9266.91","168289","8.034","145","106","88","0","19","184","67.5","67.5","22.0","20.0","0.0","0","0","340.3125053173829|192.65625301025395","68.90625107666017|127.96875199951175","336.0937552514649|195.46875305419925","66.09375103271486|123.75000193359378","8.034","20.6",
"1070728652","9274.92","168426","8.006","137","105","88","0","19","184","67.5","67.5","22.0","20.0","0.0","0","0","341.71875533935554|192.65625301025395","68.90625107666017|127.96875199951175","338.90625529541023|195.46875305419925","61.87500096679689|120.93750188964847","8.006","20.6",
"1070728653","9282.86","168558","7.94","132","105","87","0","19","184","65.5","67.5","20.5","20.0","0.0","0","0","341.71875533935554|192.65625301025395","71.71875112060549|132.18750206542973","341.71875533935554|195.46875305419925","61.87500096679689|119.5312518676758","7.94","20.6",
"1070728654","9290.77","168703","7.912","145","105","87","0","19","184","67.5","70.0","21.0","20.5","0.0","0","0","341.71875533935554|194.0625030322266","73.12500114257814|132.18750206542973","340.3125053173829|196.87500307617194","63.28125098876955|122.34375191162113","7.912","20.6",
"1070728655","9298.74","168861","7.968","158","105","88","0","19","178","76.0","70.0","22.5","20.5","0.0","0","0","341.71875533935554|194.0625030322266","74.5312511645508|132.18750206542973","340.3125053173829|198.2812530981446","63.28125098876955|120.93750188964847","7.968","20.82",
"1070728656","9306.8","169017","8.062","156","105","89","0","19","182","72.0","73.5","22.5","21.5","0.0","0","0","340.3125053173829|195.46875305419925","71.71875112060549|130.78125204345707","340.3125053173829|198.2812530981446","63.28125098876955|120.93750188964847","8.062","20.82",
"1070728657","9314.86","169165","8.062","148","105","89","0","19","182","70.5","70.0","21.5","20.0","0.0","0","0","338.90625529541023|195.46875305419925","70.31250109863284|127.96875199951175","340.3125053173829|198.2812530981446","63.28125098876955|122.34375191162113","8.062","20.82",
"1070728658","9322.95","169309","8.09","144","106","89","0","19","183","70.0","70.5","22.5","21.0","0.0","0","0","336.0937552514649|194.0625030322266","68.90625107666017|127.96875199951175","340.3125053173829|198.2812530981446","63.28125098876955|122.34375191162113","8.09","20.82",
"1070728659","9330.99","169451","8.034","142","105","88","0","19","181","69.5","72.5","23.5","20.5","0.0","0","0","336.0937552514649|194.0625030322266","68.90625107666017|127.96875199951175","338.90625529541023|198.2812530981446","63.28125098876955|122.34375191162113","8.034","20.82",
"1070728660","9339.01","169606","8.024","155","106","88","0","19","181","69.5","72.5","23.5","20.5","0.0","0","0","338.90625529541023|195.46875305419925","71.71875112060549|129.37500202148442","336.0937552514649|198.2812530981446","64.68750101074221|123.75000193359378","8.024","20.97",
"1070728661","9347.07","169746","8.024","140","106","88","0","19","183","73.5","72.5","21.5","20.5","0.0","0","0","337.5000052734376|195.46875305419925","71.71875112060549|130.78125204345707","336.0937552514649|198.2812530981446","66.09375103271486|123.75000193359378","8.024","20.97",
"1070728662","9355.03","169746","7.996","142","107","88","0","19","184","70.5","70.5","23.5","20.0","0.0","0","0","337.5000052734376|194.0625030322266","73.12500114257814|132.18750206542973","336.0937552514649|198.2812530981446","64.68750101074221|123.75000193359378","7.996","20.97",
"1070728663","9363.01","170030","7.968","142","106","88","0","19","184","68.0","75.5","22.5","21.0","0.0","0","0","340.3125053173829|195.46875305419925","74.5312511645508|133.59375208740238","337.5000052734376|196.87500307617194","66.09375103271486|123.75000193359378","7.968","20.97",
"1070728664","9370.98","170181","7.978","151","106","88","0","19","182","73.5","75.5","22.5","21.0","0.0","0","0","338.90625529541023|194.0625030322266","70.31250109863284|129.37500202148442","340.3125053173829|198.2812530981446","67.50000105468752|125.15625195556643","7.978","20.97",
"1070728665","9378.97","170329","7.996","148","106","88","0","19","184","73.5","75.5","22.5","21.0","0.0","0","0","338.90625529541023|192.65625301025395","70.31250109863284|129.37500202148442","340.3125053173829|198.2812530981446","67.50000105468752|125.15625195556643","7.996","20.67",
"1070728666","9386.94","170469","7.968","140","106","87","0","19","180","69.5","69.0","22.5","20.0","0.0","0","0","338.90625529541023|192.65625301025395","70.31250109863284|129.37500202148442","341.71875533935554|196.87500307617194","66.09375103271486|123.75000193359378","7.968","20.67",
"1070728667","9394.91","170617","7.968","148","106","87","0","19","180","69.0","70.5","22.0","21.5","0.0","0","0","338.90625529541023|192.65625301025395","70.31250109863284|129.37500202148442","341.71875533935554|196.87500307617194","66.09375103271486|123.75000193359378","7.968","20.67",
"1070728668","9402.88","170770","7.968","153","106","88","0","19","181","69.0","70.5","22.0","21.5","0.0","0","0","343.1250053613282|192.65625301025395","68.90625107666017|127.96875199951175","343.1250053613282|194.0625030322266","64.68750101074221|122.34375191162113","7.968","20.67",
"1070728669","9410.9","170910","8.024","140","106","88","0","19","177","69.0","70.5","22.0","21.5","0.0","0","0","343.1250053613282|192.65625301025395","66.09375103271486|123.75000193359378","343.1250053613282|192.65625301025395","64.68750101074221|122.34375191162113","8.024","20.67",
"1070728670","9418.95","171066","8.043","156","105","88","0","19","175","71.5","63.5","21.5","19.5","0.0","0","0","341.71875533935554|191.2500029882813","61.87500096679689|120.93750188964847","343.1250053613282|192.65625301025395","64.68750101074221|122.34375191162113","8.043","20.47",
"1070728671","9427.02","171206","8.071","140","105","89","0","19","179","67.0","65.0","22.0","20.5","0.0","0","0","341.71875533935554|191.2500029882813","63.28125098876955|120.93750188964847","343.1250053613282|192.65625301025395","64.68750101074221|122.34375191162113","8.071","20.47",
"1070728672","9435.09","171206","8.071","145","105","89","0","19","178","66.0","65.0","21.5","20.5","0.0","0","0","343.1250053613282|192.65625301025395","66.09375103271486|125.15625195556643","343.1250053613282|192.65625301025395","64.68750101074221|122.34375191162113","8.071","20.47",
"1070728673","9443.1","171496","8.015","145","105","88","0","19","186","67.0","70.5","21.0","24.0","0.0","0","0","343.1250053613282|192.65625301025395","66.09375103271486|125.15625195556643","343.1250053613282|192.65625301025395","64.68750101074221|122.34375191162113","8.015","20.47",
"1070728674","9451.11","171643","8.006","147","105","88","0","19","186","71.5","73.0","22.0","21.0","0.0","0","0","344.53125538330085|192.65625301025395","70.31250109863284|129.37500202148442","343.1250053613282|195.46875305419925","61.87500096679689|120.93750188964847","8.006","20.47",
"1070728675","9459.12","171819","8.006","176","105","88","0","19","182","71.5","73.0","22.0","21.0","0.0","0","0","341.71875533935554|194.0625030322266","73.12500114257814|132.18750206542973","340.3125053173829|195.46875305419925","61.87500096679689|120.93750188964847","8.006","19.95",
"1070728676","9467.2","171956","8.08","137","105","89","0","19","175","71.0","73.5","20.5","21.5","0.0","0","0","340.3125053173829|189.84375296630864","73.12500114257814|132.18750206542973","338.90625529541023|195.46875305419925","63.28125098876955|120.93750188964847","8.08","19.95",
"1070728677","9475.31","172083","8.108","127","106","89","0","19","209","26.0","71.0","8.0","20.0","0.0","0","0","341.71875533935554|187.03125292236334","73.12500114257814|132.18750206542973","343.1250053613282|191.2500029882813","64.68750101074221|125.15625195556643","8.108","19.95",
"1070728678","9483.29","172216","7.987","133","106","87","0","19","183","65.5","68.5","20.0","20.0","0.0","0","0","341.71875533935554|189.84375296630864","75.93750118652346|137.81250215332034","343.1250053613282|192.65625301025395","63.28125098876955|123.75000193359378","7.987","19.95",
"1070728679","9491.18","172216","7.884","139","107","87","0","19","183","66.5","68.5","21.5","20.0","0.0","0","0","341.71875533935554|192.65625301025395","80.15625125244142|140.62500219726567","343.1250053613282|192.65625301025395","63.28125098876955|123.75000193359378","7.884","19.95",
"1070728680","9499.03","172494","7.856","139","106","86","0","19","183","68.5","73.5","20.5","22.0","0.0","0","0","341.71875533935554|192.65625301025395","80.15625125244142|140.62500219726567","341.71875533935554|195.46875305419925","61.87500096679689|120.93750188964847","7.856","19.6",
"1070728681","9506.88","172632","7.847","138","107","86","0","19","183","68.5","73.5","20.5","22.0","0.0","0","0","344.53125538330085|194.0625030322266","77.34375120849612|136.40625213134769","341.71875533935554|195.46875305419925","61.87500096679689|120.93750188964847","7.847","19.6",
"1070728682","9514.75","172781","7.866","149","106","86","0","19","184","68.5","73.5","20.5","22.0","0.0","0","0","345.9375054052735|195.46875305419925","78.75000123046877|137.81250215332034","341.71875533935554|195.46875305419925","64.68750101074221|122.34375191162113","7.866","19.6",
"1070728683","9522.61","172931","7.866","150","106","87","0","19","177","80.0","71.5","23.5","22.5","0.0","0","0","343.1250053613282|199.68750312011724","80.15625125244142|140.62500219726567","341.71875533935554|195.46875305419925","64.68750101074221|122.34375191162113","7.866","19.6",
"1070728684","9530.59","173080","7.978","149","106","87","0","19","177","68.5","76.5","22.5","23.0","0.0","0","0","340.3125053173829|199.68750312011724","80.15625125244142|140.62500219726567","341.71875533935554|195.46875305419925","64.68750101074221|122.34375191162113","7.978","19.6",
"1070728685","9538.59","173233","7.996","153","106","88","0","19","184","68.5","76.5","22.5","23.0","0.0","0","0","340.3125053173829|199.68750312011724","80.15625125244142|140.62500219726567","338.90625529541023|198.2812530981446","63.28125098876955|122.34375191162113","7.996","20.15",
"1070728686","9546.64","173386","8.052","153","107","89","0","19","184","72.5","75.0","22.5","23.0","0.0","0","0","340.3125053173829|199.68750312011724","80.15625125244142|140.62500219726567","337.5000052734376|199.68750312011724","64.68750101074221|122.34375191162113","8.052","20.15",
"1070728687","9554.72","173544","8.08","158","107","89","0","19","182","73.0","77.0","22.5","22.5","0.0","0","0","340.3125053173829|199.68750312011724","80.15625125244142|140.62500219726567","336.0937552514649|199.68750312011724","63.28125098876955|122.34375191162113","8.08","20.15",
"1070728688","9562.84","173696","8.118","152","108","89","0","19","183","66.0","74.5","19.5","22.5","0.0","0","0","340.3125053173829|199.68750312011724","80.15625125244142|140.62500219726567","336.0937552514649|199.68750312011724","63.28125098876955|122.34375191162113","8.118","20.15",
"1070728689","9570.96","173852","8.127","156","110","89","0","19","183","66.0","74.5","19.5","22.5","0.0","0","0","337.5000052734376|198.2812530981446","75.93750118652346|135.00000210937503","336.0937552514649|199.68750312011724","63.28125098876955|120.93750188964847","8.127","20.15",
"1070728690","9579.12","174022","8.155","170","110","90","0","19","182","65.5","69.5","19.5","20.0","0.0","0","0","338.90625529541023|196.87500307617194","73.12500114257814|132.18750206542973","337.5000052734376|195.46875305419925","63.28125098876955|122.34375191162113","8.155","20.13",
